Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
Technology Services,Product Development,TPMO,P3 - Planned,Any ticket requesting shadowing with the TPMO,,New Hire Shadowing,TPMO
Technology Services,Product Development,Voice / Email,P3 - Planned,Any ticket requesting shadowing with the Voice and Email Team,,New Hire Shadowing,Voice / Email
Technology Services,Product Development,System Outage,P1 - Critical,Any outage ticket related to web portals and applications that the KMC Dev Team maintains,,Outage,System Outage
Technology Services,Product Development,Vulnerability Remediation,P2 - General,Any tickets associated with concerns or findings in Web/Applications that require resolution from either the SOC (Security Operations Center) or the Development Team.,,Web/Application Security,Vulnerability Remediation
Technology Services,Service Desk,New Joinee,P3 - Planned,Request to on board a new employee. This will be the tag if there's a request for bio enrollment but the enrollee has no existing bio ID yet.,,On Boarding,New Joinee
Service Delivery External,Service Delivery External - Procurement,Vendor verification,P1 - Procurement,Any ticket related to Verification process for vendors specific to Zoom clients.,,Vendor Accreditation,Vendor verification
Service Delivery External,Service Delivery External - Procurement,Vendor sourcing,P1 - Procurement,Any ticket related to Sourcing of vendors tailored for Zoom clients' needs.,,Vendor Accreditation,Vendor sourcing
Service Delivery External,Service Delivery External - Procurement,Vendor Accreditation,P1 - Procurement,Any ticket related to Accreditation process for vendors exclusive to Zoom clients.,,Vendor Accreditation,Vendor Accreditation
Service Delivery External,Service Delivery External - Procurement,Vendor Documents,P1 - Procurement,Any ticket related to Management of vendor-related documents specifically for Zoom clients.,,Vendor Accreditation,Vendor Documents
Service Delivery External,Service Delivery External - Procurement,New - Item / Service,P1 - Procurement,Any ticket related to Adding new items or services tailored to the requirements of Zoom clients.,,Canvassing,New - Item / Service
Service Delivery External,Service Delivery External - Procurement,Reorder - Item / Service,P1 - Procurement,Any ticket related to Reordering of items or services specifically for Zoom clients.,,Canvassing,Reorder - Item / Service
Service Delivery External,Service Delivery External - Procurement,Canvassing,P1 - Procurement,Any ticket related to Conducting canvassing activities tailored to the needs of Zoom clients.,,Canvassing,Canvassing
Service Delivery External,Service Delivery External - Procurement,PO Processing,P1 - Procurement,Any ticket related to Processing of purchase orders specifically for Zoom clients.,,PO Processing,PO Processing
Service Delivery External,Service Delivery External - Procurement,Canvassing + PO Processing,P1 - Procurement,Any ticket related to Combined activities of canvassing and purchase order processing for Zoom clients.,,PO Processing,Canvassing + PO Processing
Service Delivery External,Service Delivery External - Procurement,New Vendor Accreditation + PO Processing,P1 - Procurement,"Any ticket related to Accreditation of new vendors along with purchase order processing, customized for Zoom clients.",,PO Processing,New Vendor Accreditation + PO Processing
Service Delivery External,Service Delivery External - Procurement,Canvassing + Vendor Accreditation + PO Processing,P1 - Procurement,"Any ticket related to comprehensive process involving canvassing, vendor accreditation, and purchase order processing for Zoom clients.",,PO Processing,Canvassing + Vendor Accreditation + PO Processing
Service Delivery External,Service Delivery External - Procurement,Delivery Dates,P1 - Procurement,Any ticket related to Managing delivery dates for orders placed by Zoom clients.,,Delivery Confirmation,Delivery Dates
Service Delivery External,Service Delivery External - Procurement,Notice of Incomplete Delivery,P1 - Procurement,"Any ticket related to Notification regarding incomplete deliveries, specific to Zoom clients.",,Delivery Confirmation,Notice of Incomplete Delivery
Service Delivery External,Service Delivery External - Procurement,Delivery Documents,P1 - Procurement,Any ticket related to Management of delivery-related documents for Zoom clients.,,Delivery Confirmation,Delivery Documents
Service Delivery External,Service Delivery External - Procurement,Invoice Posting,P1 - Procurement,Any ticket related to Posting of invoices tailored to Zoom clients' requirements.,,Vendor Payment,Invoice Posting
Service Delivery External,Service Delivery External - Procurement,Invoice Revision,P1 - Procurement,Any ticket related to Revision of invoices as needed by Zoom clients.,,Vendor Payment,Invoice Revision
Service Delivery External,Service Delivery External - Procurement,Other Inquiries / Requests,P1 - Procurement,Any ticket related to Handling of any other inquiries or requests specific to Zoom clients.,,Other,Other Inquiries / Requests
Technology Services,Service Desk,BCP Testing,P3 - Planned,BCP testing-related activities.,,BCP Activation,BCP Testing
Technology Services,Service Desk,Client,P2 - General,BCP activation by an internal employee.,,BCP Activation,Client
Technology Services,Service Desk,Internal,P2 - General,BCP activation by a client who availed the BCP service KMC provides.,,BCP Activation,Internal
Technology Services,Service Desk,Bio ID Request,P3 - Planned,Request for a bio ID (existing).,,Biometric,Bio ID Request
Technology Services,Service Desk,NT Login Password Reset,P1 - Critical,An internal employee reporting a lost or stolen laptop/desktop,,Data Security Incident,NT Login Password Reset
Technology Services,Service Desk,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,Service Desk,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,Service Desk,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,Service Desk,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,Service Desk,General Inquiry,P3 - Planned,Any ticket requesting or seeking information or updates. This can be used by all technician groups except those groups that already has the 'General' sub-category on their dedicated category (i.e ACS > TS Biometric > General Biometric Services). Also used for Grab booking assistance.,,General Assistance,General Inquiry
Technology Services,Service Desk,Employee Leaving,P3 - Planned,Off boarding ticket for a resigned or resigning employee.,,Off Boarding,Employee Leaving
Technology Services,Service Desk,Exit Clearance,P3 - Planned,Ticket related to the signing of clearance of a resigned employee.,,Off Boarding,Exit Clearance
Technology Services,Service Desk,Recurring Ticket Request/Removal,P3 - Planned,Request to create or delete a recurring ticket,,Ticketing Support,Recurring Ticket Request/Removal
Technology Services,Service Desk,Report Generation,P3 - Planned,Request to generate a ticket report,,Ticketing Support,Report Generation
Technology Services,Service Desk,Ticketing Inquiry,P3 - Planned,Any inquiry related to the ticketing system,,Ticketing Support,Ticketing Inquiry
Technology Services,Service Desk,Test Ticket,P3 - Planned,Dedicated category for test tickets,,Ticketing Support,Test Ticket
Technology Services,Service Desk,NT Login Account Unlock,P2 - General,Login issues that will require an account unlock in the Active Directory.,,User Account,NT Login Account Unlock
Technology Services,Service Desk,NT Login Password Reset,P2 - General,Login issues that will require a password reset in the Active Directory.,,User Account,NT Login Password Reset
Technology Services,Service Desk,NT Login Re-enable,P3 - Planned,Request to re-enable an already disabled account in the Active Directory.,,User Account,NT Login Re-enable
Technology Services,Service Desk,OSP Access Disable,P3 - Planned,Request to disable access in the OSP.,,User Account,OSP Access Disable
Technology Services,Service Desk,OSP Access Request,P3 - Planned,Request access to the OSP.,,User Account,OSP Access Request
Technology Services,Service Desk,OSP Account Unlock,P2 - General,Account lockout issue in the OSP.,,User Account,OSP Account Unlock
Technology Services,SOC,Malicious Email,P2 - General,Emails that are malicious in nature.,,Email Security,Malicious Email
Technology Services,SOC,Phishing Incident,P1 - Critical,Tickets related to a phishing attempt or incident.,,Email Security,Phishing Incident
Technology Services,SOC,Spam,P2 - General,Any tickets related to any forms of spamming.,,Email Security,Spam
Technology Services,SOC,Diagram Creation/Update,P3 - Planned,"Any ticket task to create or update a diagram (network, power, rack, etc)",,Document,Diagram Creation/Update
Technology Services,SOC,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,SOC,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,SOC,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,SOC,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,SOC,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,SOC,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,SOC,General Inquiry,P3 - Planned,Any ticket requesting or seeking information or updates. This can be used by all technician groups except those groups that already has the 'General' sub-category on their dedicated category (i.e ACS > TS Biometric > General Biometric Services). Also used for Grab booking assistance.,,General Assistance,General Inquiry
Technology Services,SOC,Vulnerability Remediation,P2 - General,Any tickets regarding network security concerns or findings that require attention from either the SOC (Security Operations Center) or the Network Team.,,Network Security,Vulnerability Remediation
Technology Services,SOC,Vulnerability Remediation,P2 - General,Any tickets associated with system/server security concerns or findings and evaluation results that require resolution from both the SOC (Security Operations Center) or the Systems Team.,,System Security,Vulnerability Remediation
Technology Services,SOC,Vulnerability Remediation,P2 - General,Any tickets associated with concerns or findings in Web/Applications that require resolution from either the SOC (Security Operations Center) or the Development Team.,,Web/Application Security,Vulnerability Remediation
Technology Services,Technical Project Management,CASA IT support,P2 - General | P3 - Planned,Any request related to CASA desktop/laptop support,,CASA,CASA IT support
Technology Services,Technical Project Management,Diagram Creation/Update,P3 - Planned,"Any ticket task to create or update a diagram (network, power, rack, etc)",,Document,Diagram Creation/Update
Technology Services,Technical Project Management,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,Technical Project Management,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,Technical Project Management,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,Technical Project Management,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,Technical Project Management,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,Technical Project Management,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,Technical Project Management,Client Move out,P3 - Planned,Ticket notification regarding a client move out.,,Notification,Client Move out
Technology Services,Technical Project Management,Lease Extension,P3 - Planned,Ticket notification regarding a clients lease extension.,,Notification,Lease Extension
Technology Services,Technical Project Management,New Client,P3 - Planned,Ticket notification regarding a new client.,,Notification,New Client
Technology Services,Technical Project Management,General IT Services,P3 - Planned,"Request related to inquiries, ITS concerns, discovery call, and client calls.",,TPMO,General IT Services
Technology Services,Technical Project Management,Hardware Purchase,P3 - Planned,ITS creation for laptop and desktop purchase requests.,,TPMO,Hardware Purchase
Technology Services,Technical Project Management,Hardware Rental,P3 - Planned,ITS creation for laptop and desktop rental requests.,,TPMO,Hardware Rental
Technology Services,Technical Project Management,IT Storage Rental,P3 - Planned,ITS creation for IT storage rental requests.,,TPMO,IT Storage Rental
Technology Services,Technical Project Management,Quotation for Room Modification,P3 - Planned,ITS creation for any room modification-related requests.,,TPMO,Quotation for Room Modification
Technology Services,Technical Project Management,Quotation for Services,P3 - Planned,ITS creation for any additional IT setup/configuration.,,TPMO,Quotation for Services
Technology Services,Technical Project Management,RFID,P3 - Planned,ITS creation for badge card requests.,,TPMO,RFID
Technology Services,Technical Project Management,Site Build,P4 - Project,"Ticket for new/incoming site builds projects: Design & Build Layout, TPMO PR Requirement, Punchlist Completion and QA Completion.",,TPMO,Site Build
HR,Training (People Experience),PEX Training Request (Internal),P1 - People Experience,Requests for training programs or sessions organized internally within the company for employee development.,,People Experience,PEX Training Request (Internal)
HR,Training (People Experience),PEX Training Request (External),P1 - People Experience,Requests for training programs or sessions organized externally by third-party providers for employee development.,,People Experience,PEX Training Request (External)
HR,Training (People Experience),PEX Training Report,P1 - People Experience,"Reports generated from training activities, including attendance, feedback, and outcomes.",,People Experience,PEX Training Report
HR,Training (People Experience),PEX Pubmats/Collaterals Request,P1 - People Experience,Requests for promotional materials or collaterals related to training programs.,,People Experience,PEX Pubmats/Collaterals Request
Technology Services,TS Managers,Deployment/Movement,P3 - Planned,Request for a food allowance during a deployment/movement activity (assign to either Sir Jupiter or Ms Majo),,Food Allowance,Deployment/Movement
Technology Services,TS Managers,Maintenance,P3 - Planned,Request for a food allowance during a maintenance activity (assign to either Sir Jupiter or Ms Majo),,Food Allowance,Maintenance
Technology Services,TS Managers,Meeting,P3 - Planned,Request for a food allowance during a meeting (assign to either Sir Jupiter or Ms Majo),,Food Allowance,Meeting
Technology Services,TS Managers,General Inquiry,P3 - Planned,Any ticket requesting or seeking information or updates. This can be used by all technician groups except those groups that already has the 'General' sub-category on their dedicated category (i.e ACS > TS Biometric > General Biometric Services). Also used for Grab booking assistance.,,General Assistance,General Inquiry
Technology Services,TS Procurement,BOC Clearance,P4 - Project,Tickets related to international shipments.,,Procurement,BOC Clearance
Technology Services,TS Procurement,Calculation of Asset Value,P3 - Planned,Request to calculate the value of an asset (depreciated value or otherwise).,,Procurement,Calculation of Asset Value
Technology Services,TS Procurement,General Procurement Inquiry,P3 - Planned,Any request handled by the TS Procurement that is not on the list.,,Procurement,General Procurement Inquiry
Technology Services,TS Procurement,Government Permit,P3 - Planned,Ticket for government permit processing.,,Procurement,Government Permit
Technology Services,TS Procurement,Payment/Invoices/Liquidation,P3 - Planned,"Tickets related to payments, invoices, and liquidation.",,Procurement,Payment/Invoices/Liquidation
Technology Services,TS Procurement,Purchase Request,P4 - Project,"Ticket for purchase, replenishment, or buffer requests.",,Procurement,Purchase Request
Technology Services,TS Procurement,Quotation Request,P4 - Project,Ticket for quotation requests and revision of quotation.,,Procurement,Quotation Request
Technology Services,TS Procurement,Report,P3 - Planned,Ticket for purchased assets report.,,Procurement,Report
Technology Services,TS Procurement,Vendor Coordination,P3 - Planned,Ticket TS Procurement when coordinating with a vendor regarding a concern with a purchased asset.,,Procurement,Vendor Coordination
Technology Services,TS Procurement,Recurring Ticket Request/Removal,P3 - Planned,Request to create or delete a recurring ticket,,Ticketing Support,Recurring Ticket Request/Removal
Technology Services,TS Procurement,Report Generation,P3 - Planned,Request to generate a ticket report,,Ticketing Support,Report Generation
Technology Services,TS Procurement,Ticketing Inquiry,P3 - Planned,Any inquiry related to the ticketing system,,Ticketing Support,Ticketing Inquiry
Technology Services,TS Procurement,Test Ticket,P3 - Planned,Dedicated category for test tickets,,Ticketing Support,Test Ticket
Technology Services,TS Procurement,Delisting,P4 - Project,Ticket to process the delisting/deregistration of a site.,,Compliance,Delisting
Technology Services,TS Procurement,Farm-In,P3 - Planned,Ticket to process the farm-in PEZA permit.,,Compliance,Farm-In
Technology Services,TS Procurement,Farm-Out,P4 - Project,Ticket to process the farm-out PEZA permit thru disposal and movement only.,,Compliance,Farm-Out
Technology Services,TS Procurement,ITH,P4 - Project,Request for IT assistance to process the income tax holiday activity.,,Compliance,ITH
Technology Services,TS Procurement,Report Generation,P3 - Planned,Request to generate a report related to IT PEZA compliance.,,Compliance,Report Generation
Technology Services,Voice and Email,Diagram Creation/Update,P3 - Planned,"Any ticket task to create or update a diagram (network, power, rack, etc)",,Document,Diagram Creation/Update
Technology Services,Voice and Email,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,Voice and Email,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,Voice and Email,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,Voice and Email,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,Voice and Email,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,Voice and Email,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,Voice and Email,Email Password Reset,P2 - General,Any stolen/lost asset incident will require an email password reset for security purposes,,Data Security Incident,Email Password Reset
Technology Services,Voice and Email,Access Request,P3 - Planned,"Request to access any O365 resource (email account, SharePoint folder).",,Email,Access Request
Technology Services,Voice and Email,Calendar and Events Management,P3 - Planned,All tickets related to the Calendar and Events Management in O365.,,Email,Calendar and Events Management
Technology Services,Voice and Email,Distrolist/Mailbox,P3 - Planned,"Tickets related to the distribution lists and mailboxes (creation, member update, access).",,Email,Distrolist / Mailbox
Technology Services,Voice and Email,Email Detail Update,P3 - Planned,"Request to update/edit a users email account (display name, email address, job title, etc).",,Email,Email Detail Update
Technology Services,Voice and Email,Email Issue,P2 - General,Any issue within the O365 solutions.,,Email,Email Issue
Technology Services,Voice and Email,Email Storage,P2 - General | P3 - Planned,Ticket related to the email storage.,,Email,Email Storage
Technology Services,Voice and Email,License Request/Removal,P3 - Planned,Request to provision/remove a license.,,Email,License Request/Removal
Technology Services,Voice and Email,MFA Request/Concern,P2 - General | P3 - Planned,Tickets related to the O365 multi-factor authentication (MFA).,,Email,MFA Request/Concern
Technology Services,Voice and Email,Phishing Incident,P1 - Critical,Tickets related to a phishing attempt or incident.,,Email Security,Phishing Incident
Technology Services,Voice and Email,Spam,P2 - General,Any tickets related to any forms of spamming.,,Email Security,Spam
Technology Services,Voice and Email,Telephony Outage,P1 - Critical,Any outage ticket related to the 3CX phone system,,Outage,Telephony Outage
Technology Services,Voice and Email,Hardphone Issue,P2 - General,Ticket for IP phone-related issues.,,Telephony,Hardphone Issue
Technology Services,Voice and Email,Configuration assistance,P3 - Planned,"Ticket for telephony configuration assistance, request for a 3CX extension number, etc.",,Telephony,Configuration Assistance
Technology Services,Voice and Email,General Voice Activity/Inquiry,P3 - Planned,Any voice-related activity/inquiry that are not on the list.,,Telephony,General Voice Activity/Inquiry
Technology Services,Voice and Email,Softphone Issue,P1 - Critical | P2 - General,Ticket for 3CX softphone issues.,,Telephony,Softphone Issue
Technology Services,Voice and Email,Telco Coordination,P3 - Planned,Ticket for Voice team when coordinating a voice-related concern with a telco company.,,Telephony,Telco Coordination
Operations Team,Purchasing,Vendor verification,P1 - Procurement,Any request that requires verification if a certain vendor is an existing accredited to KMC,,PRO Vendor Accreditation,Vendor verification
Operations Team,Purchasing,Vendor sourcing,P4 - Procurement,Any request that requires specific or list of vendors capable of catering to a specific scope of work,,PRO Vendor Accreditation,Vendor sourcing
Operations Team,Purchasing,Vendor Documents,P2 - Procurement,Any ticket endorsing a copy or additional documents that supports the legitimacy of a vendor,,PRO Vendor Accreditation,Vendor Documents
Operations Team,Purchasing,Vendor Card Creation,P2 - Procurement,Any request for vendor card creation as long as an existing and registered vendor from other entities in NAV,,PRO Vendor Accreditation,Vendor Card Creation
Operations Team,Purchasing,New - Item / Service,P5 - Procurement,Request to source vendor/s for a specific goods/services,,PRO Canvassing,New - Item / Service
Operations Team,Purchasing,Reorder - Item / Service,P3 - Procurement,Request to source and purchase previous item/service. Requestor to provide previous PO and vendor for reference,,PRO Canvassing,Reorder - Item / Service
Operations Team,Purchasing,Canvassing + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + PO Processing
Operations Team,Purchasing,Canvassing + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,New Vendor Accreditation + PO Processing
Operations Team,Purchasing,Canvassing + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + Vendor Accreditation + PO Processing
Operations Team,Purchasing,New vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + PO Processing
Operations Team,Purchasing,New vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,New Vendor Accreditation + PO Processing
Operations Team,Purchasing,New vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + Vendor Accreditation + PO Processing
Operations Team,Purchasing,Canvassing + Vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + PO Processing
Operations Team,Purchasing,Canvassing + Vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,New Vendor Accreditation + PO Processing
Operations Team,Purchasing,Canvassing + Vendor Accreditation + PO Processing,,For delisting. No more hybdrid request in the future,,PRO Purchase Order Processing,Canvassing + Vendor Accreditation + PO Processing
Operations Team,Purchasing,Delivery Dates,P2 - Procurement,Inquiry on the date of delivery or the schedule of installation,,PRO Delivery Confirmation,Delivery Dates
Operations Team,Purchasing,Notice of Incomplete Delivery,P2 - Procurement,Any request to notify the incomplete or unfinished delivery/installation/service,,PRO Delivery Confirmation,Notice of Incomplete Delivery
Operations Team,Purchasing,Invoice Posting,P2 - Procurement,Any request that requires payment processing as long as with PO in place and/or amount above Php 20K,,PRO Vendor Payment,Invoice Posting
Operations Team,Purchasing,Invoice Revision,P2 - Procurement,"Any request that requires changes/revision to the invoice such as amount discrepancy, quantity discrepancy and other similar issues related to invoice that requires changes",,PRO Vendor Payment,Invoice Revision
Operations Team,Service Delivery Asset Management,PEZA Farm In,P2 - Procurement,Any tickets related to farm-in processing to PEZA.,,Non-IT Asset Compliance,PEZA Farm In
Operations Team,Service Delivery Asset Management,PEZA Farm Out,P6-Procurement,Any tickets related to farm-out processing to PEZA.,,Non-IT Asset Compliance,PEZA Farm Out
Operations Team,Service Delivery Asset Management,PEZA Documents or Records Retrieval,P4-Procurement,Any tickets related to records retrieval of PEZA documents.,,Non-IT Asset Compliance,PEZA Documents or Records retrieval
Operations Team,Service Delivery Asset Management,PEZA Documents - LOA Liquidation,P1-Procurement,Any tickets related to letter of approval liquidation.,,Non-IT Asset Compliance,PEZA Documents - LOA Liquidation
Operations Team,Service Delivery Asset Management,PEZA Documents - Late Filing: Summary List,P2-Procurement,Any tickets related to providing summary list for late filing.,,Non-IT Asset Compliance,PEZA Documents - Late Filing : Summary List
Operations Team,Service Delivery Asset Management,PEZA Documents - Forms Liquidation,P2-Procurement,Any tickets related to form ledger liquidation.,,Non-IT Asset Compliance,PEZA Documents - Forms Liquidation
Operations Team,Service Delivery Asset Management,PEZA Documents - Inventory List : Client assigned asset,P2-Procurement,Any tickets related to inventory list for assigned asset.,,Non-IT Asset Compliance,PEZA Documents - Inventory List : Client assigned asset
Operations Team,Service Delivery Asset Management,PEZA Documents - Inventory List : Farm Out,P3-Procurement,Any tickets related to inventory list for farm out.,,Non-IT Asset Compliance,PEZA Documents - Inventory List : Farm Out
Operations Team,Service Delivery Asset Management,PEZA Farm In - Assumed Assets,P5-Procurement,Any tickets related to farmed-in of assumed assets.,,Non-IT Asset Compliance,PEZA Farm In - Assumed Assets
Operations Team,Service Delivery Asset Management,PEZA Farm In - Late Filing,P6-Procurement,Any tickets related to farmed-in for late filing of assets.,,Non-IT Asset Compliance,PEZA Farm In - Late Filing
Operations Team,Service Delivery Asset Management,"PEZA Farm In - New Assets (Aeropark, Cebu, Iloilo, Bacolod)",P4-Procurement,Any tickets related to farm-in of new asset outside NCR or Metro Manila.,,Non-IT Asset Compliance,"PEZA Farm In - New Assets (Aeropark, Cebu, Iloilo, Bacolod)"
Operations Team,Service Delivery Asset Management,PEZA Farm In - New Assets (NCR),P2-Procurement,Any tickets related to farm-in of new asset within NCR or Metro Manila.,,Non-IT Asset Compliance,PEZA Farm In - New Assets (NCR)
Operations Team,Service Delivery Asset Management,PEZA Farm In - Transferred Assets,P4-Procurement,Any tickets related to farm-in of transferred asset.,,Non-IT Asset Compliance,PEZA Farm In - Transferred Assets
Operations Team,Service Delivery Asset Management,PEZA Farm Out - Delisting,P6-Procurement,Any tickets related to farm-out delisting of site.,,Non-IT Asset Compliance,PEZA Farm Out - Delisting
Operations Team,Service Delivery Asset Management,PEZA Farm Out - Disposal : Sell to Buyer,P6-Procurement,Any tickets related to disposal of asset through buyer.,,Non-IT Asset Compliance,PEZA Farm Out - Disposal : Sell to Buyer
Operations Team,Service Delivery Asset Management,PEZA Farm Out - Disposal : Sell to Non PEZA,P6-Procurement,Any tickets related to disposal of asset through non-peza site.,,Non-IT Asset Compliance,PEZA Farm Out - Disposal : Sell to Non PEZA
Operations Team,Service Delivery Asset Management,PEZA Farm Out - Transfer : Zone to Zone,P6-Procurement,Any tickets related to disposal of asset through zone to zone.,,Non-IT Asset Compliance,PEZA Farm Out - Transfer : Zone to Zone
Operations Team,Service Delivery Asset Management,PEZA Inspection Request,P3-Procurement,Any tickets related to PEZA inspection request.,,Non-IT Asset Compliance,PEZA Inspection Request
Operations Team,Service Delivery Asset Management,PEZA Farm Out - Transfer : Ownership,P6-Procurement,Any tickets related to disposal of asset through ownership.,,Non-IT Asset Compliance,PEZA Farm Out - Transfer : Ownership
Operations Team,Service Delivery Asset Management,Office-to-Office Transfer,P4-Procurement,Any tickets related to asset transfer from office to office.,,Non-IT Asset Movement,Office-to-Office Transfer
Operations Team,Service Delivery Asset Management,Site-to-Site Transfer,P4-Procurement,Any tickets related to asset transfer from site to site.,,Non-IT Asset Movement,Site-to-Site Transfer
Operations Team,Service Delivery Asset Management,Site-to-Facilities for repair,P4-Procurement,Any tickets related to asset transfer from site to facilities.,,Non-IT Asset Movement,Site-to-Facilities for repair
Operations Team,Service Delivery Asset Management,Facilities - Site,P4-Procurement,Any tickets related to asset transfer from facilities to site,,Non-IT Asset Movement,Facilities - Site
Operations Team,Service Delivery Asset Management,Facilities - Vendor,P4-Procurement,Any tickets related to asset transfer from facilities to vendor.,,Non-IT Asset Movement,Facilities - Vendor
Operations Team,Service Delivery Asset Management,KMC Casa,P4-Procurement,Any tickets related to assets for work from home clients.,,Non-IT Asset Movement,KMC Casa
Operations Team,Service Delivery Asset Management,For disposal - Donation,P5-Procurement,Any tickets related to disposal of asset through donation.,,Non-IT Asset Movement,For disposal - Donation
Operations Team,Service Delivery Asset Management,For disposal - Sale,P5-Procurement,Any tickets related to disposal of asset through KMC store.,,Non-IT Asset Movement,For disposal - Sale
Operations Team,Service Delivery Asset Management,For disposal - Scrap,P5-Procurement,Any tickets related to disposal of asset through scrap buyer.,,Non-IT Asset Movement,For disposal - Scrap
Operations Team,Service Delivery Asset Management,Warehouse-to-Site Transfer,P4-Procurement,Any tickets related to asset transfer from warehouse storage to site,,Non-IT Asset Movement,Warehouse-to-Site Transfer
Operations Team,Service Delivery Asset Management,Site-To-Warehouse Transfer,P4-Procurement,Any tickets related to asset transfer from site to warehouse storage.,,Non-IT Asset Movement,Site-to-Warehouse Transfer
Operations Team,Service Delivery Asset Management,Asset reservation,P1-Procurement,Any tickets related to asset inquiry and reservation of asset.,,Non-IT Asset Movement,Asset reservation
Operations Team,Service Delivery Asset Management,Asset preparation,P3-Procurement,Any tickets related to asset preparation prior to delivery.,,Non-IT Asset Movement,Asset preparation
Operations Team,Service Delivery Asset Management,KMC Casa - Delivery,P4-Procurement,Any tickets related to asset delivery from site to work from home client.,,Non-IT Asset Movement,KMC Casa - Delivery
Operations Team,Service Delivery Asset Management,KMC Casa - Retrieval,P4-Procurement,Any tickets related to asset delivery from work from home client to site.,,Non-IT Asset Movement,KMC Casa - Retrieval
Operations Team,Service Delivery Asset Management,For disposal - Adhoc Buyer Canvass,P5-Procurement,Any tickets related to canvassing of asset for buyers.,,Non-IT Asset Movement,For disposal - Adhoc Buyer Canvass
Operations Team,Service Delivery Asset Management,For disposal - Adhoc Storage Canvass,P5-Procurement,Any tickets related to canvassing of asset storage vendors.,,Non-IT Asset Movement,For disposal - Adhoc Storage Canvass
Operations Team,Service Delivery Asset Management,For disposal - Adhoc Shipping Canvass,P5-Procurement,Any tickets related to canvassing of asset shipping vendors.,,Non-IT Asset Movement,For disposal - Adhoc Shipping Canvass
Operations Team,Service Delivery Asset Management,Asset record creation,P1-Procurement,Any tickets related to asset record creation in OSP/AMF.,,Non-IT Asset Record,Asset record creation
Operations Team,Service Delivery Asset Management,Asset record update,P1-Procurement,Any tickets related to asset updating in OSP/AMF.,,Non-IT Asset Record,Asset record update
Operations Team,Service Delivery Asset Management,Asset record retirement,P2-Procurement,Any tickets related to asset removal in OSP.,,Non-IT Asset Record,Asset record retirement
Operations Team,Service Delivery Asset Management,Asset record retrieval,P1-Procurement,Any tickets related to asset retrieval in OSP.,,Non-IT Asset Record,Asset record retrieval
Operations Team,Service Delivery Asset Management,Vendor Assessment,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Vendor Assessment?
